Topic,Count,Name,Representation,Representative_Docs
40,20,40_trust_participation decision_decision making_making,"['trust', 'participation decision', 'decision making', 'making', 'decision', 'organisational', 'participation', 'communication', 'trust senior', 'trustworthy']","['participation decision making case believe trust motivate encourage participation decision making improve effort benefit work turn trustworthy manager premise little empirical pattern causal inference clearly understand empirical case seek focus trust quebec manufacture company quit participation decision making empirical case hypothesis seven engagement participation decision make process trust important determinant willingness participate decision making insufficient participation decision make turn lead low lack engagement affect quit size office worker sufficient order statistically correlation production department office administrative staff help determine internal communication specifically different practical offer useful insight relation strengthen interpersonal trust empowerment practice increase originality value empirical theoretical link trust participation decision making performance engagement internal communication participative decision making trust', 'participation decision making case believe trust motivate encourage participation decision making improve effort benefit work turn trustworthy manager premise little empirical pattern causal inference clearly understand empirical case focus trust quebec manufacture company quit participation decision making empirical case hypothesis seven engagement participation decision making process trust important determinant willingness participate decision making insufficient participation decision make turn lead low lack engagement affect quit size office worker sufficient order statistically correlation production department office administrative staff help determine internal communication specifically different practical offer useful insight relation strengthen interpersonal trust empowerment practice social owe lack trust high turn performance welfare originality value empirical theoretical link trust participation decision making performance attitude canada decision making engagement internal communication participative decision making trust', 'participation decision making case believe trust motivate encourage participation decision making improve effort benefit work turn trustworthy manager premise little empirical pattern causal inference clearly understand empirical case focus trust quebec manufacture company quit participation decision making empirical case hypothesis seven engagement participation decision make process trust important determinant willingness participate decision making insufficient participation decision make turn lead low lack engagement affect quit size office worker sufficient order statistically correlation production department office administrative staff help determine internal communication specifically different practical offer useful insight relation strengthen interpersonal trust empowerment practice increase social lack trust high turn performance welfare originality value empirical theoretical link trust participation decision making performance canada engagement attitude internal communication participative decision making trust']"
41,20,41_motivation_intrinsic motivation_intrinsic_motivate,"['motivation', 'intrinsic motivation', 'intrinsic', 'motivate', 'motivate language', 'language', 'knowledge worker', 'worker', 'motivated', 'normative']","['relative combined mastery work intrinsic motivation mastery intrinsic motivation separately predict respectively present relative combined term direct moderated cross sectional conduct represent wide range industrial sector theoretical subject scope integrate motivational antecedent assess jointly intrinsic motivation strong predictor mastery positively moderate intrinsic motivation mastery low intrinsic motivation important cross sectional nature reliance self report consequently experimental and/or longitudinal need causality practical intrinsic motivation hold salient predict emphasis place facilitate work environment supportive intrinsic motivation order maintain low originality value interesting intrinsic motivation hold substantially strong mastery buffering intrinsic motivation mastery unrelated intrinsic motivation high behaviour motivation psychology', 'intrinsic motivation attitude managerial trustworthiness extrinsic reward expectancy motivation scholar argue intrinsic motivation important driver attitude intrinsic motivation attitude intrinsic motivation managerial trustworthiness extrinsic reward expectancy demonstrate intrinsic motivation substantively associate conditional interact intrinsic motivation managerial trustworthiness increase leverage intrinsic motivation extrinsic expectancy decrease leverage respect directly affect indirectly intrinsic motivation managerial strategy motivation sage publication motivation behavior attitude federal government hrm human capital behavior development mobility', 'work empirical examination intrinsic motivation worker attitude intrinsic motivation information worker attitude intrinsic motivation mediate motivator i.e. intrinsic characteristic hygiene i.e. pay supervisory workplace attitude i.e. affective turn workplace attitude mediate intrinsic motivation public sector worker southeastern united states intrinsic motivation fully mediate motivator hygiene intrinsic motivation positively workplace attitude mediate intent practice offer affective intrinsic motivation']"
42,19,42_psychosocial risk_stress_psychosocial_risk,"['psychosocial risk', 'stress', 'psychosocial', 'risk', 'work', 'presenteeism', 'anxiety', 'work fatigue', 'scale', 'occupational']","['psychosocial risk moderate psychological wellbeing nature work necessitate area psychosocial risk spend time work workplace emerge indicate psychosocial risk work demand stress organisational psychosocial risk center mining sector ignore sector like manufacturing sector psychosocial risk safety wellbeing worker present seek moderate psychological wellbeing psychosocial risk cross sectional participant select manufacturing company ghana multi stage sampling select respondent hierarchical correlation coefficient hypothesis mediation psychosocial risk statistically predict psychological wellbeing moderate psychosocial risk indication high psychological wellbeing experience work low psychosocial risk intent workplace ghanaian manufacturing sector worker perceive psychosocial risk major contributor editor(s applicable author(s exclusive license springer nature switzerland ag psychological wellbeing psychosocial risk work', 'occupational functioning stress assessment mean psychosocial risk scale characteristic consequence everyday stress traumatic sufficiently determine common characteristic stressfulness stress exposure occupational functioning difference psychosocial risk function material studied involve work station respondent flle psychosocial risk scale prs develop department work psychology nofer institute occupational medicine łódź poland requirement mental effort readiness response quickly time possibility promotion frequent complaint confrme high stress bad functioning experience low stress assess status ability work well satisfe particular work involved work present significantly low involved work experience low sick leave day absence know stress occupational functioning confrme important refer fact psychosocial risk stress base understanding specificity occupation position characteristic pose challenge person extreme discomfort anxiety attitude broaden understanding phenomenon confrme prs appropriate individual perception environment stressfulness causal content occupational stress pathology psychosocial risk', 'psychosocial risk occupational functioning present scale psychosocial risk comparative compare obtain worker follow industry metal energy construction indication stressful working occupational functioning respondent material involve employ mine poland psychosocial risk workplace perform psychosocial risk scale develop department work psychology nofer institute occupational medicine łódź poland psychosocial risk scale scientifically validate diagnostic tool characterize high reliability validity coefficient difference occupational functioning worker heavy industry general healthy emotionally normatively work satisfied work stable employment opposite worker low stress function work well evaluate ability work well high stress low experience stress pronounced observe dimension function risk high probability high t value occupational functioning poland well heavy industry difference occupational functioning dimension low psychosocial risk workplace connect high affective normative work low int j med environ 2019;32(1):87–98 nofer institute occupational medicine occupational stress psychosocial risk work engagement']"
43,19,43_lmx_leader_leader member_member,"['lmx', 'leader', 'leader member', 'member', 'member exchange', 'exchange', 'subordinate', 'differentiation', 'leader empower', 'empower behaviour']","['team member exchange bring party meta analytic team leader social exchange summary leader member exchange lmx team member exchange tmx measure quality reciprocal exchange workplace lmx focus supervisor subordinate tmx team member base empirically prove workplace performance know workplace specifically clear time well spend develop vertical supervisor subordinate lmx horizontal team member tmx accordingly meta incremental validity relative importance social exchange base construct theoretical logic underlie lmx tmx clarify estimate lmx tmx work report demonstrate tmx show incremental validity lmx performance lmx show great relative importance sum clarification theoretical empirical landscape lay foundation recommendation ltd performance leader member exchange lmx social exchange team member exchange tmx', 'meta analytic leader member exchange correlate construct leader member exchange lmx meta lmx correlate lmx construct measurement leader member agreement lmx performance supervision overall conflict clarity member competence lmx actual leader member lmx moderately partial measurement instrument perspective i.e. leader vs. member lmx correlate meta show lmx7 item lmx measure psychometric property instrument lmx congruent numerous empirical associate transformational leadership', 'leader member exchange lmx differentiation indigenous leader member differentiation exist leader differentiate follower focus long western leader member exchange lmx leader member differentiation indigenous leader member guanxi lmg perspective dual lmg differentiation co worker help behavior control lmx lmx median lmx differentiation propose dual lmg differentiation demonstrate lmg differentiation general detrimental work attitude stay contrary interestingly lmg differentiation accentuate lmg co worker help leader member guanxi leader member guanxi differentiation lmx lmx differentiation']"
44,19,44_mindfulness_lateness_mindfulness work_psychological,"['mindfulness', 'lateness', 'mindfulness work', 'psychological', 'lateness attitude', 'work system', 'absenteeism', 'performance', 'attendance', 'work']","['high performance work system moderate psychological attachment world business today consolidate human resource policy practice high performance work system crucial organisational success achieve competitive advantage accordingly extant argue high performance work system direct behaviour twofold high performance work system second moderate psychological attachment high performance work system achieve adopt cross sectional multi staged sampling ghanaian banking sector correlation regression predictability predictor hayes process moderation high performance work system psychological attachment exist high performance work system additionally psychological attachment moderate high performance work system argue seek opportunity human resource policy practice lead psychologically organisation springer nature switzerland ag high performance work system psychological attachment', 'mindfulness work resource accumulation attitude mindfulness phenomenon little know work focus mindfulness work define psychological intentionally pay attention present moment execute task ground conservation resource mindfulness work help develop resource work family balance engagement associate great psychological distress attitude intent affective time structural equation modeling mindfulness work important antecedent resource attitude mindfulness work exert direct indirect affective inclusion engagement mediator interesting extension prior engagement negate mindfulness practical mindfulness work highly trainable enhance variety career originality value extend emerge mindfulness work offer new scale ground practice mindfulness attitude conservation resource mindfulness', 'mindfulness work performance attitude mindfulness highly work integrate task theorize mindfulness hypothesize mindfulness negatively associate extent feel generally bore hypothesize low boredom form attitude task performance task performance quality quantity shed light complexity mindfulness task performance relation far subjective supervisor rating blue collar worker mexican company show mindfulness negatively boredom mindfulness positively negatively partly mediate boredom mindfulness turn double edge sword task performance mindfulness positively task performance quality negatively quantity practitioner point repetitive hold million people worldwide mindful perceive furthermore mindful high likely quit performance mindfulness double edge sword positively affect performance quality boredom negatively affect performance quantity directly british psychological society boredom mindfulness task performance']"
45,18,45_ethical_ethical climate_climate_salesperson,"['ethical', 'ethical climate', 'climate', 'salesperson', 'meaningfulness', 'sale', 'ethic', 'attitude', 'external', 'identification']","['ethical climate ethical climate salespeople salesperson believe physically psychologically socially separate ethical climate salespeople ethical climate positively associate direction science ethical climate', 'ethical climate(s identification behavior ethical climate define correct behavior ethical handle play key life rely social identity compare ethical climate ethical climate self vs. friendship scenario base n1 = n2 = participant ask imagine work characterize friendship self ethical climate complete measure identification perceive recommendation minimum wage accept work ethical climate friendship predict well attitude behavioral mediate identification participant willing characterize ethical climate friendship company characterize ethical climate self vice versa ask money accept new offer confirm identification represent key life term practical intervention promote pro behavior barattucci attitude ethical climate friendship identification self', 'exploration combine ethical climate work locus control performance abstract researcher prescribe combine personal characteristic work clear understanding performance work combine ethical climate salespeople external meaningfulness salesperson perceive sale strong ethical climate external mitigate key sale performance follow hypothesis b2b salespeople sale base southeastern usa h1 external negatively meaningfulness.h2 ethical climate positively meaningfulness.h3 meaningfulness positively performance.h4 meaningfulness negatively intentions.h5 performance negatively intentions.h6 ethical climate moderate external meaningfulness acceptable fit hypothesis h5 moderate hypothesis show ethical climate dampen external meaningfulness knowledge ethical climate external important way show meaningfulness beneficial play firm ethical climate salesperson attitude contribution need sale aware external hire utilize competitive advantage facilitate firm ethical climate training program available request academy marketing science']"
46,18,46_salesperson_sale_salespeople_feedback,"['salesperson', 'sale', 'salespeople', 'feedback', 'sale force', 'start', 'overload', 'inside', 'characteristic salesperson', 'appraisal feedback']","['sale position matter multi inside vs outside sale difference inside outside business business salespeople prior need compare distinct sale position specifically difference inside outside salesperson follow construct intrinsic extrinsic motivation emotional exhaustion qualtric panel business business salesperson variety industry 43.8 classify inside multi partial square structural equation pls sem conduct serve moderator entire indicate difference base position specifically emotional exhaustion outside salesperson extrinsic motivation inside salesperson exhibit strong emotional exhaustion furthermore emotional exhaustion strong outside salespeople strong inside salespeople social exchange conflict practical sale need different policy base position increase practical guideline effectively manage position originality value value indicate difference sale position combine single emotional exhaustion inside sale inside salespeople multi outside sale outside salespeople pls sem', 'strike balance boundary span position investigation unconventional characteristic salesperson focus linear characteristic salesperson behavioral e.g. performance psychological e.g. draw theoretical framework dodson law activation hypothesis unconventional hypothesis curvilinear interactional i.e. conflict ambiguity overload characteristic i.e. autonomy feedback task variety participation key salesperson salesperson range small large firm curvilinear and/or interactional tension performance specifically indicate hypothesis dysfunctional ambiguity tend amplify autonomy feedback task variety increase yield buffering adverse consequence conflict overload appear buffer task variety feedback overall inherent trade sale attempt characteristic salesperson face high practice', 'strike balance boundary span position investigation unconventional characteristic salesperson focus linear characteristic salesperson behavioral e.g. performance psychological e.g. draw theoretical framework dodson law activation hypothesis unconventional hypothesis curvilinear interactional i.e. conflict ambiguity overload characteristic i.e. autonomy feedback task variety participation key salesperson salesperson range small large firm curvilinear and/or interactional tension performance specifically indicate hypothesis dysfunctional ambiguity tend amplify autonomy feedback task variety increase yield buffering adverse consequence conflict overload appear buffer task variety feedback overall inherent trade sale attempt characteristic salesperson face high practice american marketing association']"
47,17,47_incivility_loneliness_exhaustion_emotional exhaustion,"['incivility', 'loneliness', 'exhaustion', 'emotional exhaustion', 'workplace incivility', 'emotional', 'experienced', 'workplace', 'spiritual resource', 'alienation']","['emotional exhaustion mediator workplace loneliness work alienation determine loneliness alienation workplace leave employment emotional exhaustion mediating hypothesis generate framework evaluate obtain participant work shopping central eastern black sea turkey statistical program confirmatory cfa determine validity scale structural equation sem hypothesis loneliness alienation workplace leave employment fully mediate emotional exhaustion mediating determine sem meaningful evaluate bootstrap meaningful practical develop effective communication channel prevent feel isolated work eliminate pressure inadequate physical working create unrealistic sale target think decision make process sufficient autonomy work alienation prevent originality value important term evaluate shopping center accept consumption today economic shopping want leave emotional exhaustion loneliness alienation work emotional exhaustion work alienation workplace loneliness', 'meta experienced incivility correlate dual path experienced workplace incivility present propose theoretical dual path experienced workplace incivility meta analytic k = n = experienced incivility frequent correlate stress induce mechanism perceive stress mediate experienced incivility occupational i.e. emotional exhaustion somatic complaint induce mechanism affective mediate experienced incivility correlate i.e. path able strong experienced enact workplace incivility moderate experienced enactment link strong coworker comparison incivility experience supervisor experienced incivility strongly correlate incivility enact supervisor comparison coworker human service compare comprise mixed occupation theoretical practical direction american psychological association affective enact incivility experienced incivility meta stress', 'workplace incivility mediating emotional exhaustion look mediate emotional exhaustion association workplace incivility stress gather work high education sector propose paradigm total respondent report workplace incivility emotional exhaustion stress time division time division wave collection hypothesize demonstrate emotional exhaustion act mediator workplace incivility stress leave practical assist practitioner comprehend workplace incivility emotional exhaustion positively stress negatively originality value add exist knowledge cor workplace incivility stressor emotional exhaustion defense mechanism determine workplace incivility conservation resource emotional exhaustion stress workplace incivility']"
48,14,48_merger_deprivation_relative deprivation_pride,"['merger', 'deprivation', 'relative deprivation', 'pride', 'relative', 'feedback', 'emotion', 'malicious', 'feedback environment', 'merger acquisition']","['discriminant criterion validity relative deprivation scale merger acquisition discriminant criterion validity relative deprivation scale korean recently experience merger acquisition confirmatory dimension relative deprivation relative deprivation clearly distinguishable conceptually affectivity resistance overall dissatisfaction distributive justice relative deprivation unique incremental contribution contribution conceptually relative deprivation psychological report', 'relative deprivation leave company identification recognize importance postmerger integration human resource perspective relative deprivation merger acquisition m&a process draw social identity relative deprivation mediate identification base phase korean company relative deprivation define people feeling deprivation dissatisfaction position individual predict identification postmerger fully mediate relative deprivation conclude theoretical contribution practical direction periodical merger acquisition m&as identification relative deprivation', 'integration effort matter south korea psychological process perspective post merger integration business practitioner researcher demonstrate grow post merger integration pmi effort merger acquisition m&as relatively little attention pay direct internal member complement prevail macro pmi focus psychological process link pmi effort relative deprivation specifically typically experience relative deprivation m&a process pmi effort relative deprivation relative deprivation turn trust serve boundary perception integration effort relative deprivation company south korea demonstrate relative deprivation mediate integration effort furthermore mediate effective high trust practice llc merger acquisition post merger integration relative deprivation trust']"
49,14,49_affective_difficult coworker_continuance_pp,"['affective', 'difficult coworker', 'continuance', 'pp', 'difficult', 'coworker', 'affectivity', 'bet', 'na', 'affective normative']","['stay stay pride personal performance develop affect considerable devote formation pride personal performance pp frequently feel workplace emotion largely neglect employ stage pp develop affect frontline rely affective employ qualitative diary perform empirically identify work primary pp follow apply quantitative determine characteristic promote finally utilize wave panel frontline pp confirm pp trigger process contrarily affect pp enhance decrease pp increase self efficacy enhance relevant highly satisfied overall increase pp decrease company foster pp retain frontline author(s emotion frontline pride personal performance', 'difficult coworker \xa0 \xa0 mediating perceive affective difficult coworker additionally attitude difficult coworker perceive affective difficult coworker base stimulus organism response theoretical link difficult coworker attitude directly indirectly perceive affective validate response chinese macao banking industry partial square structural equation pls sem show difficult coworker significantly attitude attitude difficult coworker small perceive affective mediate attitude difficult coworker originality value empirical employ stimulus organism response characterize difficult coworker fortunately perceive affective able lessen difficult coworker affective attitude difficult coworker difficult coworker perceive', 'affective normative continuance kind manage multi dimensionality affective normative continuance sub component low perceive alternative high personal sacrifice differentially antecedent consequence i.e. absenteeism acceptance base australian male fire indicate well represent affective normative low perceive alternative high personal sacrifice experience different personal environmental depend feel want ought need remain facet enhance effectiveness affective beneficial i.e. likely leave absent accepting low perceive alternative detrimental i.e. accept desirable form']"
50,13,50_ems_retirement_educator_nmts,"['ems', 'retirement', 'educator', 'nmts', 'ltc', 'workforce', 'emergency', 'emergency medical', 'mental', 'nmt']","['attraction retention staff public mental service australia protocol mixed large proportion australian affect mental illness year treatment known meet demand enable access treatment safe effective acceptable robust sustainable mental workforce require report attract people work mental sector help have mental human behavior desire difference worthwhile personal experience recognition value despite people enter public mental workforce recruitment retention continue ongoing challenge date investigation understanding relevant workforce furthermore comparison care worker outside mental need well understand need staff mental sector attraction recruitment retention public mental workforce australia mixed cross sectional conduct public hospital service australia metropolitan regional rural location nonmental worker ask complete web base develop base offer participation optional interview personal experience project attraction recruitment retention public mental workforce difference ie past nonmental worker location setting regression perform determine strongly associate retention ie qualitative transcribe thematically identify common enrol participant web base participant qualitative interview project seek build knowledge australia internationally understand service system attraction recruitment retention specifically australia date information workforce mental illuminate difference mental worker care worker outside mental furthermore motivator care location enter stay leave public mental setting valuable information sector plan develop strategy fit author(s attraction career choice challenge hire hiring hr human resource human resourcing mental mental personnel new hire onboarding orientation public mental recruitment retention staff retention staff retention workforce workforce', 'faculty retirement educator shortage medical education experience shortage educator early 1960 causality shortage attribute variety lack new trainee decrease training program medical graduate education insight retirement key driver faculty mean age educator population rise knowledge retirement educator essential fully understand severity educator shortage determine retirement educator educator workforce distribute department head inquire aaa website aaa membership connect retirement retirement response qualtrics xm determine length time fill vacancy respondent retirement year age year old determine age retirement sar covid-19 retirement unique response return 16.7 majority fill open position faculty retirement follow faculty relocate new responsibility brand new position half open position fill month position leave unfiled educator complete retirement 5.1 year age year old year old intend retire year intend retire year hold great educator population show regular aaa member year old expect retire year age drive retirement overwhelmingly age finance closely follow family unlike young age year old commonly desire thing travel enjoy family etc strong driver retirement ongoing sar covid-19 pandemic minimal respondent retirement educator increasingly retirement particularly year age financial stability outside sar covid-19 significance year retirement educator outpace new phd graduate year importantly account creation new position stress medical education', 'truncate medicine increase control improve retention gain understanding medicine technologist nmts leave compare workforce service provision trend diagnostic imaging professional setting nmt professional body member new south wale australian capital territory queensland conduct report long work nmt australian census medicare statistic nmts measure influential leave medicine measure census data measure workforce characteristic size sex age medicare statistic measure national service provision primarily career pathway professional plateau retention nmts common career medicine technologist young 44.3 < year compare 52.3 < year 52.8 < year service provision medicine grow 11.8 compare workforce size decrease 4.9 increase 51.1 increase control likely create nmt characteristic improve retention know topic early high nmts overall decrease workforce size corresponding increase service provision report comparison age distribution pattern nmts diagnostic therapist australian bureau statistics census show nmts young workforce indicate worker remain long direct career pathway exist nmts indication movement work engagement private public nmts report identify add report nmts leave workforce insight influential leave position individual move nmt workforce age distribution pattern census compare diagnostic determine previously report nmt downward trend remain comparison medicine service provision affect workforce size build nmt work engagement fully understand high occur practitioner need structure nmt order experienced worker nmt conjunction anticipate national population trend increase elderly population place quality medicine service risk present rapid lead workforce majority young experience']"
51,13,51_south_south africa_africa_ethiopia,"['south', 'south africa', 'africa', 'ethiopia', 'ci', 'worker', 'district', 'farm', 'leave', 'aor']","['compare leave different category worker south africa important determinant worker motivation retention performance critical improve functioning system low- middle income country small scale measure leave individual worker cadre different setting multi country multi cadre comparative compare leave different category worker south africa undertake cross sectional stratified cluster 2,220 worker south africa participant complete self administer demographic information item scale question leave regression identify leave statistically difference leave country approximately 52.1 worker south africa satisfied compare 82.6 χ2=140.3 p<0.001 18.8 worker 26.5 indicate actively employment compare 41.4 south africa χ2=83.5 p<0.001 country difference confirm regression confirm statistically leave show difference leave different worker south africa caution effectiveness intervention different need standardised target hrh strategy practise date', 'turn away staff south africa form world project gain understanding individual personal organisational staff modern work environment project global view complement traditional american western view report particular i.e. industry turn away i.e. move industry south africa report importance organisation success adopt westernise global view empirical conduct worker south africa report individual personal organisational staff south africa use statistical acquire world project online base size respondent obtain conduct period month correlation regression discriminant organisational demographic occupational culture individual contribution present focus specifically turn away staff south africa final propose ground empirical dataset clearly show strong mediating construct variance professional leave organisation i.e. industry i.e. turn away correlation turn away staff perceive professional self efficacy strain experience highly professional self efficacy significantly turn away base conduct present show antecedent turn away recommendation organisation deal shortage skill use practitioner plan intervention staff rate focusse identify individual strain in)security work load personal value occupational culture recommendation researcher staff recruitment value researcher propose refined possibly replicate country focus different society skill play crucial society today high demand demand satisfy rate supply staff leave organisation industry assist improve increase organisation society competitiveness economic growth interesting determine similar small organisation and/or young focusse large organisation experienced staff compare south african organisation country inform science institute burnout exhaustion personnel staff workforce', 'worker migration south africa consequence policy response arise country seek well understand driver skilled worker migration consequence strategy country employ mitigate country jamaica india philippine south africa historically source skilled worker shws migrating country present south africa begin worker migration south africa follow empirical skilled worker stakeholder conduct nurse pharmacist dentist interview conduct key informant represent educator regulator national local government private public sector facility recruitment agency professional descriptive statistic regression interview thematically overall decrease migration skilled worker south africa early 2000s largely attribute reduced need foreign train skilled worker destination country recruitment migration rule low worker persist occupation osd policy increase wage worker critical retain south african nurse return migration reportedly common occurrence consequence attribute shw migration mixed shortage appear decline promising initiative reinforce south african system undertake south africa near past south africa worker shortage view harmful currently domestic policy improve care workforce innovation new skilled worker cadre osd policy appear serve decrease shw shortage extent decrease global demand worker south african shws primarily use route professional development worker shortage permanent migration long pertain south africa labonté et al dentist worker human resource migration nurse pharmacist policy retention south africa']"
52,13,52_nurse_graduate nurse_nursing_new graduate,"['nurse', 'graduate nurse', 'nursing', 'new graduate', 'year nursing', 'graduate', 'ward', 'new', 'trust', 'teamwork']","['workplace engagement nurse australia usa workplace perceive supervisor nurse teamwork engagement nurse work australian usa hospital global nurse shortage knowledge nurse retention urgently seek social exchange nurse affect especially work base self report hypothesis self report gather randomly choose nurse australian hospital nurse hospital multi structural equation identify path compare country indicate effective predict correlation nurse australia compare usa path predict confirm australia teamwork plus engagement contrast path supervisor subordinate usa path teamwork predictor mean healthcare need nurse everyday decision making especially cost cut paradigm pervade healthcare provision nearly country important nurse short supply situation continue worsen country age population ltd engagement international nurse perceive', ""socialization year nursing profession strategy decrease la socializzazione organizzativa nei primi tre di professione infermieristica strategie ridurre l'intenzione di introduction year nursing profession new graduate nurse relevant tangible intangible cost generate care selection recruitment cost ward team burden onboarding process possibility enhance ward team stability order effective safe care socialization involve dynamic year nursing profession.aim identify involve socialization process year nursing profession.method new graduate nurse enrol year nursing profession stratify look tenure year nursing socialization inventory scale assess onboarding process item assess intention.result year nursing start second year onboarding process variance sub stable tenure unstable tenure nurse prefer acquire competence useful perform work stable tenure nurse search professional growth opportunity integration ward team order intention.conclusion relevant year nursing profession accord different tenure different strategy necessary plan effective onboarding process enhance nursing retention.abstract available publisher"", 'socialisation new graduate nurse programme strategy recruitment gain great understanding new graduate nurse organisational socialisation help inform recruitment strategy population end use van organisational socialisation new graduate nurse conflict ambiguity intent end programme new graduate nurse reflect concern high rate early work experience preparation lack new graduate nurse report high rate programme specifically challenge use cross sectional new graduate nurse complete quantitative end programme descriptive statistic pearson correlation conduct new graduate nurse experience low ambiguity conflict intent high associate low conflict ambiguity work choice conflict ambiguity have experience unit meaningful new graduate nurse report great understanding work conflict work choice generally satisfied experience unit socialisation transition experience clinical placement early work experience different relevance clinical practice educator great insight socialisation new graduate nurse concrete strategy recruitment ltd new graduate nurse recruitment socialisation']"
53,12,53_servant_servant leadership_leadership_salesperson,"['servant', 'servant leadership', 'leadership', 'salesperson', 'self efficacy', 'frontline', 'retailer', 'efficacy', 'follower', 'salesperson performance']","['servant leader inspire servant follower antecedent despite widespread adoption servant leadership begin understand true utility personality servant leadership critical follower social framework propose leader agreeableness extraversion affect follower servant leadership turn servant leader ignite cycle service servant behavior mirror coworker help behavior high quality customer service reciprocate decrease multilevel multi source store u.s retail follower store regional leader agreeableness positively extraversion negatively servant leadership associate decrease follower disengagement service climate mediate servant leadership follower help sale behavior help behavior personality servant leadership service climate', 'servant leadership mediate perceive embeddedness theoretical foundation servant leadership mediating perceive embeddedness gather response time metropolitan area southeastern united states servant leadership predictor pos embeddedness mediate pos embeddedness servant leadership practical step place decrease increase link workplace community increase sacrifice adopt servant leadership style originality value original mechanism servant leadership affect embeddedness perceive servant leadership', 'servant leadership salesperson self efficacy performance servant leadership have self efficacy marketing service delivery date servant leadership → self efficacy path lead salesperson sale performance b2b assess servant leadership direct salesperson self efficacy performance second intent servant leadership indirectly affect self efficacy performance single serial mediate path finally gender firm size demand challenge hindrance serve moderate hypothesized path gather day period online panel u.s sale professional sell product service business sale approximately evenly split female male small firm large company hayes process hypothesize key servant leadership direct salesperson self efficacy fail salesperson performance directly salesperson directly decrease performance directly increase self efficacy fail direct servant leadership direct indirect single mediator self efficacy performance serially mediate path self efficacy → self efficacy → performance servant leadership fail directly salesperson performance self efficacy exhibit suppress servant leadership → salesperson performance path finally indicate gender binary firm size < > fail serve propose path servant leadership buffer challenge hindrance low moderate fail buffering high challenge hindrance confirm sale adopt servant leadership raise salesperson aid retain sale talent low furthermore sale adopt servant leadership raise salesperson self efficacy new date marketing self efficacy suppress direct link servant leadership salesperson performance indicate servant leadership positively salesperson self efficacy lead high salesperson performance mediate path salesperson high performer experience high possibly high sale perceive leave well compensation growth opportunity hold regardless gender firm size finally servant leadership buffer low moderate challenge hindrance performance originality clarity servant leadership direct partially mediate fully mediate salesperson performance servant leadership fail directly salesperson performance servant leadership increase self efficacy turn increase salesperson performance new business business sale contribution nomological net servant leadership indirectly salesperson serial mediate path self efficacy performance mediator llc performance salespeople self efficacy servant leadership']"
54,12,54_ownership_psychological ownership_psychological_climate,"['ownership', 'psychological ownership', 'psychological', 'climate', 'base psychological', 'team', 'workplace trust', 'customer aggression', 'service', 'behavioural integration']","['antecedent consequence collective psychological ownership validation conceptual team member feeling collective psychological ownership cpo teamwork product psychological path lead team worker evaluation team effectiveness champion teamwork product focus teamwork product important target ownership feeling build self extension psychological ownership team emergent validate measure ownership activate experience oae propose path cpo control intimate knowledge investment teamwork product individual team worker n = n = n = n = use team worker feeling cpo mediate investment intimate knowledge product team effectiveness evaluation team champion work product n = team cpo predict ownership activate experience team additionally benefit create emergence feeling share ownership teamwork product ltd collective psychological ownership ownership activate experience scale development team emergent teamwork', 'psychological ownership antecedent correlate consequence психологическая собственность в организационном контексте о предпосылках коррелятах и последствиях psychology abstract present shortage domestic focus base psychological ownership psychological ownership engagement possibility realization motivator assessment culture citizenship behavior stay russian woman man ocq develop l. porter adopt v. possibility realization motivator develop v. e. assess engagement form assess base psychological ownership extra behavior scale develop b. rebzuev behavior scale develop l. williams s. anderson culture assessment instrument ocai develop k. r. quinn process pearson r spearman ρ coefficient regression mra structural equation sem derive show possibility realization motivator predictor psychological ownership engagement psychological ownership determine engagement engagement determine citizenship behavior determine stay value coverage psychological ownership topic scientific novelty engagement citizenship behavior possibility realization motivator psychological ownership staff', 'job- base psychological ownership outcomes job- organizationbase psychological ownership emergence psychological ownership chinese time lag chinese participant hypothesized employ partial square base psychological ownership appear mediate experienced control base psychological ownership statistically base psychological ownership citizenship statistically base psychological ownership observe base psychological ownership knowledge withholding observe practical want enhance job- ultimately base psychological ownership empower exert control work originality value base psychological ownership emerge control work base psychological ownership psychological ownership chinese behaviour attitude managerial psychology']"
